Vrsta	Species_binomial	Genus	Statusi	BOLD_ITS2_status
Pulmonaria officinalis L.	Pulmonaria officinalis	Pulmonaria		MATCHED
Pulsatilla vernalis (L.) Miller	Pulsatilla vernalis	Pulsatilla	25, 27	MATCHED
Pulvigera lyellii (Hook. &amp; Taylor) Plášek, Sawicki &amp; Ochyra	Pulvigera lyellii	Pulvigera		MATCHED
Punica granatum L.	Punica granatum	Punica		MATCHED
Pylaisia polyantha (Hedw.) Schimp.	Pylaisia polyantha	Pylaisia		MATCHED
Pyracantha coccinea M. J. Roemer	Pyracantha coccinea	Pyracantha		MATCHED
Pyrola chlorantha Sw.	Pyrola chlorantha	Pyrola		MATCHED
Pyrola media Sw.	Pyrola media	Pyrola		MATCHED
Pyrola minor L.	Pyrola minor	Pyrola		MATCHED
Pyrola rotundifolia L.	Pyrola rotundifolia	Pyrola		MATCHED
Pyrus communis L.	Pyrus communis	Pyrus		MATCHED
Pyrus pyraster (L.) Burgsd.	Pyrus pyraster	Pyrus		MATCHED
Quercus cerris L.	Quercus cerris	Quercus		MATCHED
Quercus frainetto Ten.	Quercus frainetto	Quercus		MATCHED
Quercus ilex L.	Quercus ilex	Quercus	14	MATCHED
Quercus palustris Münchh.	Quercus palustris	Quercus		MATCHED
Quercus petraea (Matt.) Liebl.	Quercus petraea	Quercus		MATCHED
Quercus pubescens Willd.	Quercus pubescens	Quercus		MATCHED
Quercus robur L.	Quercus robur	Quercus		MATCHED
Quercus rubra L.	Quercus rubra	Quercus		MATCHED
Quercus suber L.	Quercus suber	Quercus		MATCHED
Racomitrium lanuginosum (Hedw.) Brid.	Racomitrium lanuginosum	Racomitrium	14	MATCHED
Radiola linoides Roth	Radiola linoides	Radiola	13	MATCHED
Radula complanata (L.) Dumort.	Radula complanata	Radula		MATCHED
Ranunculus aconitifolius L.	Ranunculus aconitifolius	Ranunculus		MATCHED
Ranunculus acris L.	Ranunculus acris	Ranunculus		MATCHED
Ranunculus alpestris L. [s. s.]	Ranunculus alpestris	Ranunculus	14	MATCHED
Ranunculus aquatilis L. [s. s.]	Ranunculus aquatilis	Ranunculus	13	MATCHED
Ranunculus arvensis L.	Ranunculus arvensis	Ranunculus		MATCHED
Ranunculus auricomus L.	Ranunculus auricomus	Ranunculus		MATCHED
Ranunculus bulbosus L.	Ranunculus bulbosus	Ranunculus		MATCHED
Ranunculus circinatus Sibth.	Ranunculus circinatus	Ranunculus	13	MATCHED
Ranunculus flammula L.	Ranunculus flammula	Ranunculus		MATCHED
Ranunculus lanuginosus L.	Ranunculus lanuginosus	Ranunculus		MATCHED
Ranunculus lingua L.	Ranunculus lingua	Ranunculus	13	MATCHED
Ranunculus muricatus L.	Ranunculus muricatus	Ranunculus	17	MATCHED
Ranunculus neapolitanus Ten.	Ranunculus neapolitanus	Ranunculus		MATCHED
Ranunculus parviflorus L.	Ranunculus parviflorus	Ranunculus	17	MATCHED
Ranunculus peltatus Schrank	Ranunculus peltatus	Ranunculus	13	MATCHED
Ranunculus platanifolius L.	Ranunculus platanifolius	Ranunculus		MATCHED
Ranunculus polyanthemos L.	Ranunculus polyanthemos	Ranunculus		MATCHED
Ranunculus repens L.	Ranunculus repens	Ranunculus		MATCHED
Ranunculus reptans L.	Ranunculus reptans	Ranunculus		MATCHED
Ranunculus sardous Crantz	Ranunculus sardous	Ranunculus		MATCHED
Ranunculus sceleratus L.	Ranunculus sceleratus	Ranunculus	13	MATCHED
Ranunculus trichophyllus Chaix [s.l.]	Ranunculus trichophyllus	Ranunculus	13	MATCHED
Raphanus raphanistrum L. [s.l.]	Raphanus raphanistrum	Raphanus		MATCHED
Raphanus sativus L.	Raphanus sativus	Raphanus		MATCHED
Rapistrum perenne (L.) All.	Rapistrum perenne	Rapistrum		MATCHED
Rapistrum rugosum (L.) All.	Rapistrum rugosum	Rapistrum		MATCHED
Reboulia hemisphaerica (L.) Raddi	Reboulia hemisphaerica	Reboulia		MATCHED
Reichardia picroides (L.) Roth	Reichardia picroides	Reichardia	17	MATCHED
Reseda lutea L.	Reseda lutea	Reseda		MATCHED
Reseda luteola L.	Reseda luteola	Reseda		MATCHED
Reseda phyteuma L.	Reseda phyteuma	Reseda		MATCHED
Rhabdoweisia crispata (Dicks.) Lindb.	Rhabdoweisia crispata	Rhabdoweisia	14	MATCHED
Rhagadiolus stellatus (L.) Gaertn.	Rhagadiolus stellatus	Rhagadiolus		MATCHED
Rhamnus alaternus L.	Rhamnus alaternus	Rhamnus		MATCHED
Rhaphiolepis bibas (Lour.) Galasso &amp; Banfi	Rhaphiolepis bibas	Rhaphiolepis		MATCHED
Rheum rhabarbarum L.	Rheum rhabarbarum	Rheum		MATCHED
Rhinanthus alectorolophus Pollich [s.l.]	Rhinanthus alectorolophus	Rhinanthus		MATCHED
Rhinanthus minor L. [s.l.]	Rhinanthus minor	Rhinanthus		MATCHED
Rhizomnium magnifolium (Horik.) T. J. Kop.	Rhizomnium magnifolium	Rhizomnium	13	MATCHED
Rhizomnium pseudopunctatum (Bruch &amp; Schimp.) T. J. Kop.	Rhizomnium pseudopunctatum	Rhizomnium	13	MATCHED
Rhizomnium punctatum (Hedw.) T. J. Kop.	Rhizomnium punctatum	Rhizomnium		MATCHED
Rhodiola rosea L.	Rhodiola rosea	Rhodiola		MATCHED
Rhodobryum ontariense (Kindb.) Kindb.	Rhodobryum ontariense	Rhodobryum		MATCHED
Rhodobryum roseum (Hedw.) Limpr.	Rhodobryum roseum	Rhodobryum		MATCHED
Rhus typhina L.	Rhus typhina	Rhus		MATCHED
Rhynchospora alba (L.) Vahl	Rhynchospora alba	Rhynchospora	13	MATCHED
Rhynchospora fusca (L.) W. T. Aiton	Rhynchospora fusca	Rhynchospora	12	MATCHED
Rhynchostegiella tenella (Dicks.) Limpr.	Rhynchostegiella tenella	Rhynchostegiella		MATCHED
Rhynchostegium confertum (Dicks.) Schimp.	Rhynchostegium confertum	Rhynchostegium		MATCHED
Rhynchostegium megapolitanum (F. Weber &amp; D. Mohr) Schimp.	Rhynchostegium megapolitanum	Rhynchostegium	13	MATCHED
Rhynchostegium murale (Hedwig) Schimp.	Rhynchostegium murale	Rhynchostegium		MATCHED
Rhynchostegium riparioides (Hedw.) Cardot	Rhynchostegium riparioides	Rhynchostegium		MATCHED
Rhytidiadelphus loreus (Hedw.) Warnst.	Rhytidiadelphus loreus	Rhytidiadelphus		MATCHED
Rhytidiadelphus squarrosus (Hedw.) Warnst.	Rhytidiadelphus squarrosus	Rhytidiadelphus		MATCHED
Rhytidiadelphus subpinnatus (Lindb.) T. J. Kop.	Rhytidiadelphus subpinnatus	Rhytidiadelphus	14	MATCHED
Rhytidium rugosum (Hedw.) Kindb.	Rhytidium rugosum	Rhytidium		MATCHED
Ribes aciculare Sm.	Ribes aciculare	Ribes		MATCHED
Ribes nigrum L.	Ribes nigrum	Ribes	14	MATCHED
Ribes rubrum L.	Ribes rubrum	Ribes		MATCHED
Ribes uva-crispa L.	Ribes uva-crispa	Ribes		MATCHED
Riccardia latifrons (Lindb.) Lindb.	Riccardia latifrons	Riccardia		MATCHED
Riccardia multifida (L.) Gray	Riccardia multifida	Riccardia		MATCHED
Riccardia palmata (Hedw.) Carruth.	Riccardia palmata	Riccardia		MATCHED
Riccia bifurca Hoffm.	Riccia bifurca	Riccia	12	MATCHED
Riccia fluitans L.	Riccia fluitans	Riccia	13	MATCHED
Riccia glauca L.	Riccia glauca	Riccia		MATCHED
Riccia sorocarpa Bisch.	Riccia sorocarpa	Riccia	12	MATCHED
Ricinus communis L.	Ricinus communis	Ricinus		MATCHED
Roaldia revoluta (Mitt.) P. E. A. S. Câmara &amp; Carv.-Silva	Roaldia revoluta	Roaldia		MATCHED
Robinia pseudoacacia L.	Robinia pseudoacacia	Robinia		MATCHED
Rorippa amphibia (L.) Besser	Rorippa amphibia	Rorippa	13	MATCHED
Rorippa austriaca (Crantz) Besser	Rorippa austriaca	Rorippa		MATCHED
Rorippa islandica (Oeder ex Murray) Borbás [s.str.]	Rorippa islandica	Rorippa	14	MATCHED
Rorippa palustris (L.) Besser em. Jons.	Rorippa palustris	Rorippa		MATCHED
Rorippa sylvestris (L.) Besser	Rorippa sylvestris	Rorippa		MATCHED
Rosa agrestis Savi	Rosa agrestis	Rosa		MATCHED
Rosa arvensis Huds.	Rosa arvensis	Rosa		MATCHED
Rosa caesia Sm. [s.str.]	Rosa caesia	Rosa		MATCHED
Rosa canina L. [s.l.]	Rosa canina	Rosa		MATCHED
Rosa corymbifera Borkh. [s.str.]	Rosa corymbifera	Rosa		MATCHED
Rosa gallica L.	Rosa gallica	Rosa		MATCHED
Rosa glauca Pourr.	Rosa glauca	Rosa		MATCHED
Rosa micrantha Borrer ex Sm.	Rosa micrantha	Rosa		MATCHED
Rosa multiflora Thunb.	Rosa multiflora	Rosa		MATCHED
Rosa obtusifolia Desv.	Rosa obtusifolia	Rosa		MATCHED
Rosa rubiginosa L.	Rosa rubiginosa	Rosa		MATCHED
Rosa rugosa Thunb.	Rosa rugosa	Rosa		MATCHED
Rosa sempervirens L.	Rosa sempervirens	Rosa		MATCHED
Rosa subcanina (H. Christ) D. T. &amp; Sarnth.	Rosa subcanina	Rosa		MATCHED
Rosa tomentosa Sm.	Rosa tomentosa	Rosa		MATCHED
Rosa villosa L.	Rosa villosa	Rosa		MATCHED
Rostraria cristata (L.) Tzvelev [s.l.]	Rostraria cristata	Rostraria		MATCHED
Rubia peregrina L.	Rubia peregrina	Rubia		MATCHED
Rubia tinctorum L.	Rubia tinctorum	Rubia		MATCHED
Rubus bifrons Vest	Rubus bifrons	Rubus		MATCHED
Rubus caesius L.	Rubus caesius	Rubus		MATCHED
Rubus canescens DC.	Rubus canescens	Rubus		MATCHED
Rubus grabowskii Weihe	Rubus grabowskii	Rubus		MATCHED
Rubus idaeus L.	Rubus idaeus	Rubus		MATCHED
Rubus laciniatus Willd.	Rubus laciniatus	Rubus		MATCHED
Rubus nessensis Hall	Rubus nessensis	Rubus		MATCHED
Rubus odoratus L.	Rubus odoratus	Rubus		MATCHED
Rubus phoenicolasius Maxim.	Rubus phoenicolasius	Rubus		MATCHED
Rubus plicatus Weihe &amp; Nees	Rubus plicatus	Rubus		MATCHED
Rubus radula Weihe	Rubus radula	Rubus		MATCHED
Rubus saxatilis L.	Rubus saxatilis	Rubus		MATCHED
Rubus sulcatus Vest	Rubus sulcatus	Rubus		MATCHED
Rubus ulmifolius Schott	Rubus ulmifolius	Rubus		MATCHED
Rudbeckia fulgida Aiton	Rudbeckia fulgida	Rudbeckia		MATCHED
Rudbeckia hirta L.	Rudbeckia hirta	Rudbeckia		MATCHED
Rudbeckia laciniata L.	Rudbeckia laciniata	Rudbeckia		MATCHED
Rumex acetosa L.	Rumex acetosa	Rumex		MATCHED
Rumex acetosella L. [s.l.]	Rumex acetosella	Rumex		MATCHED
Rumex alpestris auct. non (Jacq.) Á. Löve	Rumex alpestris	Rumex		MATCHED
Rumex alpinus L.	Rumex alpinus	Rumex		MATCHED
Rumex aquaticus L.	Rumex aquaticus	Rumex	13	MATCHED
Rumex confertus Willd.	Rumex confertus	Rumex		MATCHED
Rumex conglomeratus Murray	Rumex conglomeratus	Rumex		MATCHED
Rumex crispus L.	Rumex crispus	Rumex		MATCHED
Rumex longifolius DC.	Rumex longifolius	Rumex		MATCHED
Rumex maritimus L.	Rumex maritimus	Rumex	13	MATCHED
Rumex obtusifolius L. [s. l.]	Rumex obtusifolius	Rumex		MATCHED
Rumex sanguineus L.	Rumex sanguineus	Rumex		MATCHED
Rumex stenophyllus Ledeb.	Rumex stenophyllus	Rumex	14	MATCHED
Rumex thyrsiflorus Fingerh.	Rumex thyrsiflorus	Rumex		MATCHED
Ruppia cirrhosa (Petagna) Grande	Ruppia cirrhosa	Ruppia		MATCHED
Ruppia maritima L.	Ruppia maritima	Ruppia	12	MATCHED
Ruscus aculeatus L.	Ruscus aculeatus	Ruscus	9, 25, 26, 29	MATCHED
Ruta graveolens L.	Ruta graveolens	Ruta		MATCHED
Saccobasis polita (Nees) H. Buch	Saccobasis polita	Saccobasis	14	MATCHED
Sagina apetala Ard. [s.l.]	Sagina apetala	Sagina	14	MATCHED
Sagina maritima G. Don	Sagina maritima	Sagina		MATCHED
Sagina nodosa (L.) Fenzl	Sagina nodosa	Sagina		MATCHED
Sagina procumbens L.	Sagina procumbens	Sagina		MATCHED
Sagina saginoides (L.) H.Karst.	Sagina saginoides	Sagina		MATCHED
Sagittaria latifolia Willd.	Sagittaria latifolia	Sagittaria		MATCHED
Sagittaria sagittifolia L.	Sagittaria sagittifolia	Sagittaria	13	MATCHED
Salix alba L.	Salix alba	Salix		MATCHED
Salix aurita L.	Salix aurita	Salix		MATCHED
Salix caprea L.	Salix caprea	Salix		MATCHED
Salix cinerea L.	Salix cinerea	Salix		MATCHED
Salix daphnoides Vill.	Salix daphnoides	Salix		MATCHED
Salix hastata L.	Salix hastata	Salix		MATCHED
Salix herbacea L.	Salix herbacea	Salix		MATCHED
Salix myrsinifolia Salisb.	Salix myrsinifolia	Salix		MATCHED
Salix pentandra L.	Salix pentandra	Salix		MATCHED
Salix purpurea L.	Salix purpurea	Salix		MATCHED
Salix reticulata L.	Salix reticulata	Salix		MATCHED
Salix rosmarinifolia L.	Salix rosmarinifolia	Salix	13	MATCHED
Salix triandra L.	Salix triandra	Salix		MATCHED
Salix viminalis L.	Salix viminalis	Salix		MATCHED
Salsola kali L.	Salsola kali	Salsola	14	MATCHED
Salvia officinalis L.	Salvia officinalis	Salvia	14	MATCHED
Salvia pratensis L.	Salvia pratensis	Salvia		MATCHED
Salvia sclarea L.	Salvia sclarea	Salvia	17	MATCHED
Salvia verbenaca L.	Salvia verbenaca	Salvia	17	MATCHED
Salvia verticillata L.	Salvia verticillata	Salvia		MATCHED
Sambucus ebulus L.	Sambucus ebulus	Sambucus		MATCHED
Sambucus nigra L.	Sambucus nigra	Sambucus		MATCHED
Sambucus racemosa L.	Sambucus racemosa	Sambucus		MATCHED
Samolus valerandi L.	Samolus valerandi	Samolus	13	MATCHED
Sanguisorba minor Scop. [s.str.]	Sanguisorba minor	Sanguisorba		MATCHED
Sanguisorba officinalis L.	Sanguisorba officinalis	Sanguisorba		MATCHED
Sanicula europaea L.	Sanicula europaea	Sanicula		MATCHED
Saponaria ocymoides L.	Saponaria ocymoides	Saponaria	14	MATCHED
Saponaria officinalis L.	Saponaria officinalis	Saponaria		MATCHED
Satureja montana L. [s.l.]	Satureja montana	Satureja		MATCHED
Saussurea alpina (L.) DC.	Saussurea alpina	Saussurea	17	MATCHED
Saxifraga adscendens L.	Saxifraga adscendens	Saxifraga		MATCHED
Saxifraga aizoides L.	Saxifraga aizoides	Saxifraga		MATCHED
Saxifraga cuneifolia L.	Saxifraga cuneifolia	Saxifraga		MATCHED
Saxifraga granulata L.	Saxifraga granulata	Saxifraga	17	MATCHED
Saxifraga oppositifolia L. [s.str.].	Saxifraga oppositifolia	Saxifraga		MATCHED
Saxifraga paniculata Mill.	Saxifraga paniculata	Saxifraga		MATCHED
Saxifraga rotundifolia L.	Saxifraga rotundifolia	Saxifraga		MATCHED
Saxifraga stellaris L. [s.l.]	Saxifraga stellaris	Saxifraga	14	MATCHED
Saxifraga tridactylites L.	Saxifraga tridactylites	Saxifraga		MATCHED
Scabiosa columbaria L.	Scabiosa columbaria	Scabiosa		MATCHED
Scandix australis L.	Scandix australis	Scandix		MATCHED
Scandix pecten-veneris L.	Scandix pecten-veneris	Scandix		MATCHED
Scapania aequiloba (Schwägr.) Dumort.	Scapania aequiloba	Scapania		MATCHED
Scapania apiculata Spruce	Scapania apiculata	Scapania		MATCHED
Scapania aspera M. Bernet &amp; Bernet	Scapania aspera	Scapania		MATCHED
Scapania calcicola (Arnell &amp; J. Perss.) Ingham	Scapania calcicola	Scapania		MATCHED
Scapania compacta (Roth) Dumort.	Scapania compacta	Scapania		MATCHED
Scapania crassiretis Bryhn	Scapania crassiretis	Scapania		MATCHED
Scapania curta (Mart.) Dumort.	Scapania curta	Scapania		MATCHED
Scapania cuspiduligera (Nees) Müll. Frib.	Scapania cuspiduligera	Scapania	13	MATCHED
Scapania helvetica Gottsche	Scapania helvetica	Scapania	13	MATCHED
Scapania irrigua (Nees) Nees	Scapania irrigua	Scapania	12	MATCHED
Scapania nemorea (L.) Grolle	Scapania nemorea	Scapania		MATCHED
Scapania subalpina (Lindenb.) Dumort.	Scapania subalpina	Scapania	13	MATCHED
Scapania umbrosa (Schrad.) Dumort.	Scapania umbrosa	Scapania		MATCHED
Scapania undulata (L.) Dumort.	Scapania undulata	Scapania	13	MATCHED
Scapania verrucosa Heeg	Scapania verrucosa	Scapania	13	MATCHED
Scenedesmus quadricauda (Turpin) Brébisson, 1835	Scenedesmus quadricauda	Scenedesmus		MATCHED
Scheuchzeria palustris L.	Scheuchzeria palustris	Scheuchzeria	12	MATCHED
Schistidium agassizii Sull. &amp; Lesq.	Schistidium agassizii	Schistidium	13	MATCHED
Schistidium apocarpum (Hedw.) Bruch &amp; Schimp.	Schistidium apocarpum	Schistidium		MATCHED
Schistidium atrofuscum (Schimp.) Limpr.	Schistidium atrofuscum	Schistidium		MATCHED
Schistidium confertum (Funck) Bruch &amp; Schimp.	Schistidium confertum	Schistidium		MATCHED
Schistidium crassipilum H. H. Blom	Schistidium crassipilum	Schistidium		MATCHED
Schistidium dupretii (Thér.) W. A. Weber	Schistidium dupretii	Schistidium		MATCHED
Schistidium elegantulum H. H. Blom	Schistidium elegantulum	Schistidium		MATCHED
Schistidium flaccidum (De Not.) Ochyra	Schistidium flaccidum	Schistidium		MATCHED
Schistidium lancifolium (Kindb.) H. H. Blom	Schistidium lancifolium	Schistidium		MATCHED
Schistidium papillosum Culm.	Schistidium papillosum	Schistidium		MATCHED
Schistidium pruinosum (Schimp.) G. Roth	Schistidium pruinosum	Schistidium		MATCHED
Schistidium rivulare (Brid.) Podp.	Schistidium rivulare	Schistidium		MATCHED
Schistidium robustum (Nees &amp; Hornsch.) H. H. Blom	Schistidium robustum	Schistidium		MATCHED
Schistidium sordidum I. Hagen	Schistidium sordidum	Schistidium		MATCHED
Schistidium strictum (Turner) Loeske ex Mårtensson	Schistidium strictum	Schistidium		MATCHED
Schistidium trichodon (Brid.) Poelt	Schistidium trichodon	Schistidium		MATCHED
Schistochilopsis incisa (Schrad.) Konstant.	Schistochilopsis incisa	Schistochilopsis		MATCHED
Schljakovianthus quadrilobus (Lindb.) Konstant. &amp; Vilnet	Schljakovianthus quadrilobus	Schljakovianthus	13	MATCHED
Schoenoplectus lacustris (L.) Palla	Schoenoplectus lacustris	Schoenoplectus		MATCHED
Schoenoplectus tabernaemontani (C. C. Gmel.) Palla	Schoenoplectus tabernaemontani	Schoenoplectus	13	MATCHED
Schoenoplectus triqueter (L.) Palla	Schoenoplectus triqueter	Schoenoplectus	12	MATCHED
Schoenus ferrugineus L.	Schoenus ferrugineus	Schoenus	13	MATCHED
Schoenus nigricans L.	Schoenus nigricans	Schoenus	13	MATCHED
Scirpoides holoschoenus (L.) Soják	Scirpoides holoschoenus	Scirpoides	13	MATCHED
Scirpus georgianus R.M. Harper	Scirpus georgianus	Scirpus		MATCHED
Scirpus radicans Schkuhr	Scirpus radicans	Scirpus	13	MATCHED
Scirpus sylvaticus L.	Scirpus sylvaticus	Scirpus		MATCHED
Sciuro-hypnum curtum (Lindb.) Ignatov	Sciuro-hypnum curtum	Sciuro-hypnum		MATCHED
Sciuro-hypnum flotowianum (Sendtn.) Ignatov &amp; Huttunen	Sciuro-hypnum flotowianum	Sciuro-hypnum		MATCHED
Sciuro-hypnum glaciale (Schimp.) Ignatov &amp; Huttunen	Sciuro-hypnum glaciale	Sciuro-hypnum	14	MATCHED
Sciuro-hypnum latifolium (Kindb.) Ignatov &amp; Huttunen	Sciuro-hypnum latifolium	Sciuro-hypnum		MATCHED
Sciuro-hypnum oedipodium (Mitt.) Ignatov &amp; Huttunen	Sciuro-hypnum oedipodium	Sciuro-hypnum		MATCHED
Sciuro-hypnum ornellanum (Molendo) Ignatov &amp; Huttunen	Sciuro-hypnum ornellanum	Sciuro-hypnum	13	MATCHED
Sciuro-hypnum plumosum (Hedw.) Ignatov &amp; Huttunen	Sciuro-hypnum plumosum	Sciuro-hypnum		MATCHED
Sciuro-hypnum populeum (Hedw.) Ignatov &amp; Huttunen	Sciuro-hypnum populeum	Sciuro-hypnum		MATCHED
Sciuro-hypnum reflexum (Starke) Ignatov &amp; Huttunen	Sciuro-hypnum reflexum	Sciuro-hypnum		MATCHED
Sciuro-hypnum starkei (Brid.) Ignatov &amp; Huttunen	Sciuro-hypnum starkei	Sciuro-hypnum		MATCHED
Scleranthus annuus L. [s.str.]	Scleranthus annuus	Scleranthus		MATCHED
Scleranthus perennis L.	Scleranthus perennis	Scleranthus	17	MATCHED
Sclerochloa dura (L.) P. Beauv.	Sclerochloa dura	Sclerochloa	14	MATCHED
Scleropodium touretii (Brid.) L. F. Koch	Scleropodium touretii	Scleropodium	14	MATCHED
Scolymus hispanicus L.	Scolymus hispanicus	Scolymus		MATCHED
Scopolia carniolica Jacq.	Scopolia carniolica	Scopolia		MATCHED
Scorpidium cossonii (Schimp.) Hedenäs	Scorpidium cossonii	Scorpidium		MATCHED
Scorpidium revolvens (Sw.) Rubers	Scorpidium revolvens	Scorpidium		MATCHED
Scorpidium scorpioides (Hedw.) Limpr.	Scorpidium scorpioides	Scorpidium		MATCHED
Scorpiurium circinatum (Brid.) M. Fleisch. &amp; Loeske	Scorpiurium circinatum	Scorpiurium		MATCHED
Scorzonera aristata Ramond ex DC.	Scorzonera aristata	Scorzonera		MATCHED
Scorzonera austriaca Willd.	Scorzonera austriaca	Scorzonera		MATCHED
Scorzonera cana (C. A. Mey.) Griseb.	Scorzonera cana	Scorzonera	17	MATCHED
Scorzonera hispanica L.	Scorzonera hispanica	Scorzonera		MATCHED
Scorzonera humilis L.	Scorzonera humilis	Scorzonera	13	MATCHED
Scorzonera laciniata L.	Scorzonera laciniata	Scorzonera		MATCHED
Scorzonera villosa Scop.	Scorzonera villosa	Scorzonera		MATCHED
Scrophularia nodosa L.	Scrophularia nodosa	Scrophularia		MATCHED
Scrophularia umbrosa Dumort. [s.l.]	Scrophularia umbrosa	Scrophularia		MATCHED
Scrophularia vernalis L.	Scrophularia vernalis	Scrophularia		MATCHED
Scutellaria galericulata L.	Scutellaria galericulata	Scutellaria		MATCHED
Scutellaria hastifolia L.	Scutellaria hastifolia	Scutellaria	12	MATCHED
Sedum acre L.	Sedum acre	Sedum		MATCHED
Sedum album L.	Sedum album	Sedum		MATCHED
Sedum annuum L.	Sedum annuum	Sedum	17	MATCHED
Sedum hispanicum L.	Sedum hispanicum	Sedum		MATCHED
Sedum sarmentosum Bunge	Sedum sarmentosum	Sedum		MATCHED
Sedum sexangulare L.	Sedum sexangulare	Sedum		MATCHED
Sedum villosum L.	Sedum villosum	Sedum	17	MATCHED
Selaginella selaginoides (L.) Mart. &amp; Schrank	Selaginella selaginoides	Selaginella		MATCHED
Seligeria calcarea (Hedw.) Bruch &amp; Schimp.	Seligeria calcarea	Seligeria	12	MATCHED
Seligeria donniana (Sm.) Müll. Hal.	Seligeria donniana	Seligeria	13	MATCHED
Seligeria pusilla (Hedw.) Bruch &amp; Schimp.	Seligeria pusilla	Seligeria		MATCHED
Selinum carvifolia (L.) L.	Selinum carvifolia	Selinum		MATCHED
Sempervivum tectorum L.	Sempervivum tectorum	Sempervivum	25	MATCHED
Senecio doria L.	Senecio doria	Senecio	14	MATCHED
Senecio doronicum (L.) L.	Senecio doronicum	Senecio		MATCHED
Senecio erucifolius L.	Senecio erucifolius	Senecio		MATCHED
Senecio inaequidens DC.	Senecio inaequidens	Senecio		MATCHED
Senecio nemorensis L. [s.str.]	Senecio nemorensis	Senecio		MATCHED
Senecio sarracenicus L.	Senecio sarracenicus	Senecio		MATCHED
Senecio squalidus L.	Senecio squalidus	Senecio		MATCHED
Senecio sylvaticus L.	Senecio sylvaticus	Senecio		MATCHED
Senecio viscosus L.	Senecio viscosus	Senecio		MATCHED
Senecio vulgaris L.	Senecio vulgaris	Senecio		MATCHED
Sequoiadendron giganteum (Lindl.) J.Buchholz	Sequoiadendron giganteum	Sequoiadendron		MATCHED
Serratula tinctoria L. [s.l.]	Serratula tinctoria	Serratula		MATCHED
Seseli tortuosum L.	Seseli tortuosum	Seseli	17	MATCHED
Sesleria caerulea (L.) Ard. [s.l.]	Sesleria caerulea	Sesleria		MATCHED
Setaria italica (L.) P. Beauv. [s.l.]	Setaria italica	Setaria		MATCHED
Setaria pumila (Poir.) Roem. &amp; Schult.	Setaria pumila	Setaria		MATCHED
Setaria verticillata (L.) P. Beauv.	Setaria verticillata	Setaria		MATCHED
Setaria viridis (L.) P. Beauv. [s.l.]	Setaria viridis	Setaria		MATCHED
Sherardia arvensis L.	Sherardia arvensis	Sherardia		MATCHED
Sibbaldia procumbens L.	Sibbaldia procumbens	Sibbaldia		MATCHED
Sicyos angulatus L.	Sicyos angulatus	Sicyos		MATCHED
Silaum silaus (L.) Schinz &amp; Thell.	Silaum silaus	Silaum		MATCHED
Silene acaulis (L.) Jacq. [s.l.]	Silene acaulis	Silene		MATCHED
Silene baccifera (L.) Roth	Silene baccifera	Silene		MATCHED
Silene conica L.	Silene conica	Silene		MATCHED
Silene coronaria (L.) Clairv.	Silene coronaria	Silene		MATCHED
Silene dichotoma Ehrh.	Silene dichotoma	Silene		MATCHED
Silene dioica (L.) Clairv.	Silene dioica	Silene		MATCHED
Silene gallica L.	Silene gallica	Silene	12	MATCHED
Silene italica (L.) Pers. [s.l.]	Silene italica	Silene		MATCHED
Silene latifolia Poir.	Silene latifolia	Silene		MATCHED
Silene linicola C. C. Gmel.	Silene linicola	Silene	10	MATCHED
Silene nemoralis Waldst. &amp; Kit.	Silene nemoralis	Silene		MATCHED
Silene noctiflora L.	Silene noctiflora	Silene		MATCHED
Silene nutans L. [s.l.]	Silene nutans	Silene		MATCHED
Silene otites (L.) Wibel	Silene otites	Silene		MATCHED
Silene saxifraga L.	Silene saxifraga	Silene		MATCHED
Silene viridiflora L.	Silene viridiflora	Silene		MATCHED
Silene vulgaris (Moench) Garcke [s.l.]	Silene vulgaris	Silene		MATCHED
Silybum marianum (L.) Gaertn.	Silybum marianum	Silybum		MATCHED
Sinapis alba L.	Sinapis alba	Sinapis		MATCHED
Sinapis arvensis L.	Sinapis arvensis	Sinapis		MATCHED
Sisymbrium altissimum L.	Sisymbrium altissimum	Sisymbrium		MATCHED
Sisymbrium loeselii L.	Sisymbrium loeselii	Sisymbrium		MATCHED
Sisymbrium officinale (L.) Scop.	Sisymbrium officinale	Sisymbrium		MATCHED
Sisymbrium orientale L.	Sisymbrium orientale	Sisymbrium		MATCHED
Sisymbrium strictissimum L.	Sisymbrium strictissimum	Sisymbrium		MATCHED
Sium latifolium L.	Sium latifolium	Sium	13	MATCHED
Smyrnium perfoliatum L.	Smyrnium perfoliatum	Smyrnium		MATCHED
Solanum dulcamara L.	Solanum dulcamara	Solanum		MATCHED
Solanum lycopersicum L.	Solanum lycopersicum	Solanum		MATCHED
Solanum melongena L.	Solanum melongena	Solanum		MATCHED
Solanum nigrum L. [s.l.]	Solanum nigrum	Solanum		MATCHED
Solanum tuberosum L.	Solanum tuberosum	Solanum		MATCHED
Soldanella alpina L.	Soldanella alpina	Soldanella		MATCHED
Soldanella minima Hoppe	Soldanella minima	Soldanella		MATCHED
Soldanella pusilla Baumg.	Soldanella pusilla	Soldanella		MATCHED
Soleirolia soleirolii (Req.) Dandy	Soleirolia soleirolii	Soleirolia		MATCHED
Solenostoma confertissimum (Nees) Schljakov	Solenostoma confertissimum	Solenostoma		MATCHED
