"","LME1636","LME1637","LME1656","LME1663","LME1668","LME1670","LME1679","LME1689","LME1692","LME1695","LME1698","LME1701","LME1702","LME1705","LME1708","LME1714"
"ASV729",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV730",0,0,6,0,0,3,0,0,0,0,0,0,0,0,3,0
"ASV731",0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0
"ASV732",0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
"ASV733",0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
"ASV734",0,0,0,0,2,4,4,0,0,0,0,0,0,0,2,0
"ASV735",0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"ASV736",0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"ASV737",0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0
"ASV738",0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
"ASV739",0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
"ASV740",0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
"ASV741",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
"ASV742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"ASV743",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV744",8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV745",0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV746",0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV747",0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV748",0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV749",0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV750",0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
"ASV751",0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
"ASV752",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
"ASV753",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"ASV754",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"ASV755",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
"ASV756",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
"ASV757",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
"ASV758",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
"ASV759",0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
"ASV760",0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
"ASV761",0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
"ASV762",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
"ASV763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"ASV764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"ASV765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"ASV766",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV767",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV768",1,0,0,0,0,3,1,1,0,1,0,0,0,2,1,0
"ASV769",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV770",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV771",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV772",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV773",0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"ASV774",0,0,0,0,0,6,1,0,0,0,0,0,0,0,3,0
"ASV775",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"ASV776",0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0
"ASV777",0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0
"ASV778",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"ASV779",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"ASV780",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"ASV781",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"ASV782",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"ASV783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"ASV784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"ASV785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"ASV786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"ASV787",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV788",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV789",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV790",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV791",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV792",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV793",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV794",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV795",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"ASV796",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"ASV797",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"ASV798",0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0
"ASV799",0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0
"ASV800",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"ASV801",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"ASV802",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"ASV803",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"ASV804",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"ASV805",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"ASV806",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"ASV807",0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,2
"ASV808",0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0
"ASV809",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"ASV810",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"ASV811",0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0
"ASV812",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"ASV813",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"ASV814",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"ASV815",2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"ASV816",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV817",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV818",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV819",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"ASV820",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"ASV821",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"ASV822",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"ASV823",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"ASV824",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"ASV825",0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0
"ASV826",0,0,0,0,0,1,0,0,0,0,0,5,0,2,0,0
"ASV827",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"ASV828",0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0
"ASV829",0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0
"ASV830",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"ASV831",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"ASV832",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"ASV833",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"ASV834",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
"ASV835",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"ASV836",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"ASV837",0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0
"ASV838",0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0
"ASV839",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"ASV840",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"ASV841",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"ASV842",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"ASV843",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"ASV844",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"ASV845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"ASV846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"ASV847",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV848",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV849",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV850",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV851",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV852",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV853",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV854",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV855",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV856",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV857",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"ASV858",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"ASV859",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"ASV860",0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0
"ASV861",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"ASV862",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"ASV863",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"ASV864",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"ASV865",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"ASV866",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"ASV867",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"ASV868",0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0
"ASV869",0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0
"ASV870",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"ASV871",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"ASV872",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"ASV873",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"ASV874",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"ASV875",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"ASV876",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"ASV877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"ASV878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"ASV879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"ASV880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"ASV881",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV882",5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV883",2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"ASV884",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV885",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV886",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV887",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV888",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV889",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV890",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV891",0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0
"ASV892",0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0
"ASV893",0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0
"ASV894",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"ASV895",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"ASV896",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"ASV897",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"ASV898",0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0
"ASV899",0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0
"ASV900",0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0
"ASV901",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"ASV902",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"ASV903",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"ASV904",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"ASV905",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"ASV906",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"ASV907",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"ASV908",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"ASV909",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"ASV910",0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0
"ASV911",0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0
"ASV912",0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0
"ASV913",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"ASV914",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"ASV915",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"ASV916",0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0
"ASV917",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"ASV918",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"ASV919",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"ASV920",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"ASV921",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"ASV922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"ASV923",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"ASV924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"ASV925",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV926",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV927",2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
"ASV928",1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ASV929",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV930",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV931",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV932",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV933",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV934",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV935",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV936",0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0
"ASV937",0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0
"ASV938",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"ASV939",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"ASV940",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"ASV941",0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0
"ASV942",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"ASV943",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"ASV944",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"ASV945",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"ASV946",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"ASV947",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"ASV948",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"ASV949",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"ASV950",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"ASV951",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"ASV952",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"ASV953",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"ASV954",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"ASV955",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"ASV956",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"ASV957",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"ASV958",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
"ASV959",0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0
"ASV960",0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0
"ASV961",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"ASV962",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"ASV963",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"ASV964",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"ASV965",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"ASV966",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"ASV967",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"ASV968",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"ASV969",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"ASV970",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"ASV971",0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0
"ASV972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"ASV973",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"ASV974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"ASV975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"ASV976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"ASV977",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV978",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV979",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV980",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV981",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV982",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV983",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV984",2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ASV985",0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"ASV986",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV987",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV988",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV989",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV990",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV991",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
"ASV992",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"ASV993",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"ASV994",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"ASV995",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"ASV996",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"ASV997",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"ASV998",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"ASV999",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"ASV1000",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"ASV1001",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"ASV1002",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"ASV1003",0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
"ASV1004",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"ASV1005",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"ASV1006",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"ASV1007",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"ASV1008",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"ASV1009",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"ASV1010",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"ASV1011",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"ASV1012",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"ASV1013",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"ASV1014",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"ASV1015",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"ASV1016",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"ASV1017",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"ASV1018",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"ASV1019",0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
"ASV1020",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"ASV1021",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"ASV1022",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"ASV1023",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"ASV1024",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"ASV1025",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"ASV1026",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"ASV1027",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
"ASV1028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ASV1029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ASV1030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ASV1031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"ASV1032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"ASV1033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"ASV1034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"ASV1035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"ASV1036",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1037",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1038",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV1039",1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ASV1040",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1041",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1042",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1043",0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV1044",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1045",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1046",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1047",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1048",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1049",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1050",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1051",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1052",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1053",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1054",0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV1055",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1056",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"ASV1057",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"ASV1058",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"ASV1059",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"ASV1060",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"ASV1061",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"ASV1062",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"ASV1063",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"ASV1064",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"ASV1065",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"ASV1066",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"ASV1067",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"ASV1068",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"ASV1069",0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
"ASV1070",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ASV1071",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ASV1072",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ASV1073",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ASV1074",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ASV1075",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ASV1076",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ASV1077",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ASV1078",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ASV1079",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ASV1080",0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
"ASV1081",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"ASV1082",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"ASV1083",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"ASV1084",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"ASV1085",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"ASV1086",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"ASV1087",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"ASV1088",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"ASV1089",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"ASV1090",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"ASV1091",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
