ASV,Strand,Kingdom,Kingdom_confidence,Phylum,Phylum_confidence,Class,Class_confidence,Order,Order_confidence,Family,Family_confidence,Genus,Genus_confidence,Species,Species_confidence,Accepted_rank,Accepted_confidence,Raw_SINTAX,Accepted_SINTAX
ASV251,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.35,,0.32,,0.32,,0.23,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Piperales(0.35),f:Asaraceae(0.32),g:Asarum(0.32),s:Asarum_lewisii(0.23)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV259,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.45,,0.45,,0.43,,0.35,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Fagales(0.45),f:Betulaceae(0.45),g:Corylus(0.43),s:Corylus_jacquemontii(0.35)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV260,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Ericales,0.81,,0.79,,0.47,,0.44,Order,0.81,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Ericales(0.81),f:Primulaceae(0.79),g:Cyclamen(0.47),s:Cyclamen_purpurascens(0.44)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Ericales"
ASV263,+,Eukaryota,1.0,Streptophyta,0.98,Magnoliopsida,0.97,,0.32,,0.32,,0.21,,,Class,0.97,"k:Eukaryota(1.00),p:Streptophyta(0.98),c:Magnoliopsida(0.97),o:Rosales(0.32),f:Rosaceae(0.32),g:Rosa(0.21)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV26,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.77,,0.75,,0.2,,,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.77),f:Rosaceae(0.75),g:Rosa(0.20)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV261,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Malpighiales,0.94,Hypericaceae,0.92,Hypericum,0.92,,,Genus,0.92,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Malpighiales(0.94),f:Hypericaceae(0.92),g:Hypericum(0.92)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Malpighiales,f:Hypericaceae,g:Hypericum"
ASV250,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.37,,0.34,,0.34,,0.18,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Piperales(0.37),f:Asaraceae(0.34),g:Asarum(0.34),s:Asarum_lewisii(0.18)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV253,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.68,,0.62,,0.2,,,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.68),f:Rosaceae(0.62),g:Potentilla(0.20)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV254,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.5,,0.36,,0.22,,0.16,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Poales(0.50),f:Cyperaceae(0.36),g:Carex(0.22),s:Carex_phleoides(0.16)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV264,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.65,,0.62,,0.2,,0.2,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.65),f:Rosaceae(0.62),g:Crataegus(0.20),s:Crataegus_saligna(0.20)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV256,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.42,,0.17,,,,,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Poales(0.42),f:Poaceae(0.17)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV267,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Malpighiales,0.83,,0.78,,0.75,,0.2,Order,0.83,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Malpighiales(0.83),f:Violaceae(0.78),g:Viola(0.75),s:Viola_hirta(0.20)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Malpighiales"
ASV266,-,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Poales,1.0,Juncaceae,1.0,Luzula,0.98,Luzula acuminata,0.96,Species,0.96,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Poales(1.00),f:Juncaceae(1.00),g:Luzula(0.98),s:Luzula_acuminata(0.96)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Poales,f:Juncaceae,g:Luzula,s:Luzula_acuminata"
ASV268,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.59,,0.42,,0.14,,0.14,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Malpighiales(0.59),f:Euphorbiaceae(0.42),g:Croton(0.14),s:Croton_vernicosa(0.14)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV275,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,0.98,,0.36,,0.36,,0.19,,,Class,0.98,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(0.98),o:Rosales(0.36),f:Rosaceae(0.36),g:Rosa(0.19)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV272,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.76,,0.76,,0.41,,,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Ranunculales(0.76),f:Ranunculaceae(0.76),g:Aconitum(0.41)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV274,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.64,,0.63,,0.38,,0.35,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Ericales(0.64),f:Primulaceae(0.63),g:Cyclamen(0.38),s:Cyclamen_purpurascens(0.35)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV27,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Caryophyllales,0.96,Caryophyllaceae,0.88,,0.54,,0.29,Family,0.88,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Caryophyllales(0.96),f:Caryophyllaceae(0.88),g:Stellaria(0.54),s:Stellaria_media(0.29)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Caryophyllales,f:Caryophyllaceae"
ASV269,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.55,,0.49,,0.16,,0.16,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Asterales(0.55),f:Asteraceae(0.49),g:Emilia(0.16),s:Emilia_coccinea(0.16)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV276,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.5,,0.47,,0.43,,0.31,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Fagales(0.50),f:Betulaceae(0.47),g:Corylus(0.43),s:Corylus_jacquemontii(0.31)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV277,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Rosales,0.88,Rosaceae,0.86,Prunus,0.82,,0.37,Genus,0.82,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.88),f:Rosaceae(0.86),g:Prunus(0.82),s:Prunus_mira(0.37)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Prunus"
ASV265,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Gentianales,0.94,Rubiaceae,0.94,,0.55,,0.33,Family,0.94,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Gentianales(0.94),f:Rubiaceae(0.94),g:Galium(0.55),s:Galium_bungei(0.33)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Gentianales,f:Rubiaceae"
ASV278,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.44,,0.34,,0.24,,0.16,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Apiales(0.44),f:Araliaceae(0.34),g:Hydrocotyle(0.24),s:Hydrocotyle_novae-zealandiae(0.16)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV271,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.72,,0.72,,0.33,,,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Boraginales(0.72),f:Boraginaceae(0.72),g:Pulmonaria(0.33)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV282,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Ranunculales,1.0,Ranunculaceae,1.0,Clematis,0.97,,,Genus,0.97,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Ranunculales(1.00),f:Ranunculaceae(1.00),g:Clematis(0.97)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Ranunculales,f:Ranunculaceae,g:Clematis"
ASV273,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Malpighiales,0.86,Violaceae,0.8,,0.79,,0.24,Family,0.8,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Malpighiales(0.86),f:Violaceae(0.80),g:Viola(0.79),s:Viola_hirta(0.24)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Malpighiales,f:Violaceae"
ASV286,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.73,,0.73,,0.34,,,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Boraginales(0.73),f:Boraginaceae(0.73),g:Pulmonaria(0.34)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV270,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.6,,0.43,,0.13,,0.12,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Malpighiales(0.60),f:Euphorbiaceae(0.43),g:Croton(0.13),s:Croton_vernicosa(0.12)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV288,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.6,,0.55,,,,,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Asterales(0.60),f:Asteraceae(0.55)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV28,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.77,,0.74,,0.2,,,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.77),f:Rosaceae(0.74),g:Rosa(0.20)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV287,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.57,,0.54,,0.16,,0.16,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Asterales(0.57),f:Asteraceae(0.54),g:Emilia(0.16),s:Emilia_coccinea(0.16)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV281,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.55,,0.53,,0.08,,0.07,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Asterales(0.55),f:Asteraceae(0.53),g:Lasiopogon(0.08),s:Lasiopogon_glomerulatus(0.07)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV279,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Poales,0.86,Juncaceae,0.84,Luzula,0.82,,,Genus,0.82,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Poales(0.86),f:Juncaceae(0.84),g:Luzula(0.82)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Poales,f:Juncaceae,g:Luzula"
ASV289,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Poales,0.94,Poaceae,0.85,,,,,Family,0.85,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Poales(0.94),f:Poaceae(0.85)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Poales,f:Poaceae"
ASV29,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Poales,0.97,Poaceae,0.96,,0.25,,0.25,Family,0.96,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Poales(0.97),f:Poaceae(0.96),g:Dactyloctenium(0.25),s:Dactyloctenium_aegyptium(0.25)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Poales,f:Poaceae"
ASV290,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Asparagales,0.95,Iridaceae,0.94,,0.31,,,Family,0.94,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Asparagales(0.95),f:Iridaceae(0.94),g:Lapeirousia(0.31)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Asparagales,f:Iridaceae"
ASV293,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.53,,0.4,,0.24,,0.08,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Poales(0.53),f:Cyperaceae(0.40),g:Carex(0.24),s:Carex_phleoides(0.08)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV294,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.76,,0.72,,0.31,,0.31,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.76),f:Rosaceae(0.72),g:Crataegus(0.31),s:Crataegus_saligna(0.31)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV284,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.6,,0.57,,0.18,,0.14,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.60),f:Rosaceae(0.57),g:Agrimonia(0.18),s:Agrimonia_pilosa(0.14)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV299,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Gentianales,0.96,Rubiaceae,0.95,,,,,Family,0.95,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Gentianales(0.96),f:Rubiaceae(0.95)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Gentianales,f:Rubiaceae"
ASV295,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Lamiales,0.82,,0.57,,0.24,,,Order,0.82,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Lamiales(0.82),f:Lamiaceae(0.57),g:Clinopodium(0.24)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Lamiales"
ASV30,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.66,,0.47,,0.38,,0.2,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Fagales(0.66),f:Betulaceae(0.47),g:Corylus(0.38),s:Corylus_heterophylla(0.20)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV291,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Celastrales,0.82,Celastraceae,0.82,,0.25,,0.25,Family,0.82,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Celastrales(0.82),f:Celastraceae(0.82),g:Brexiella(0.25),s:Brexiella_sp._RHA-2013c(0.25)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Celastrales,f:Celastraceae"
ASV300,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Poales,0.96,Poaceae,0.91,,0.25,,0.14,Family,0.91,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Poales(0.96),f:Poaceae(0.91),g:Elymus(0.25),s:Elymus_sibiricus(0.14)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Poales,f:Poaceae"
ASV292,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.51,,0.5,,0.21,,0.13,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.51),f:Rosaceae(0.50),g:Rubus(0.21),s:Rubus_sp._MS-2022a_(sect._Cuneifolii)(0.13)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV301,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.38,,0.29,,0.2,,0.1,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Poales(0.38),f:Cyperaceae(0.29),g:Carex(0.20),s:Carex_phleoides(0.10)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV297,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.69,,0.67,,0.19,,0.19,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.69),f:Rosaceae(0.67),g:Crataegus(0.19),s:Crataegus_saligna(0.19)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV309,+,Eukaryota,1.0,Streptophyta,1.0,Pinopsida,1.0,Pinales,1.0,Pinaceae,1.0,Abies,0.98,,,Genus,0.98,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Pinopsida(1.00),o:Pinales(1.00),f:Pinaceae(1.00),g:Abies(0.98)","k:Eukaryota,p:Streptophyta,c:Pinopsida,o:Pinales,f:Pinaceae,g:Abies"
ASV303,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Celastrales,0.8,Celastraceae,0.8,,0.21,,0.21,Family,0.8,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Celastrales(0.80),f:Celastraceae(0.80),g:Brexiella(0.21),s:Brexiella_sp._RHA-2013c(0.21)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Celastrales,f:Celastraceae"
ASV3,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.78,,0.77,,0.2,,,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.78),f:Rosaceae(0.77),g:Rosa(0.20)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV307,-,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.73,,0.72,,0.2,,,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.73),f:Rosaceae(0.72),g:Rosa(0.20)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV31,-,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.31,,0.22,,0.08,,0.08,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.31),f:Rosaceae(0.22),g:Rubus(0.08),s:Rubus_idaeus(0.08)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV310,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Gentianales,0.95,Rubiaceae,0.95,,0.33,,,Family,0.95,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Gentianales(0.95),f:Rubiaceae(0.95),g:Galium(0.33)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Gentianales,f:Rubiaceae"
ASV302,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.75,,0.75,,0.28,,0.28,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.75),f:Rosaceae(0.75),g:Crataegus(0.28),s:Crataegus_saligna(0.28)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV311,-,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Rosales,0.85,,0.77,,0.27,,,Order,0.85,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.85),f:Rosaceae(0.77),g:Rosa(0.27)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Rosales"
ASV304,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Fabales,0.84,Fabaceae,0.84,,0.29,,0.17,Family,0.84,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Fabales(0.84),f:Fabaceae(0.84),g:Vicia(0.29),s:Vicia_pannonica(0.17)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Fabales,f:Fabaceae"
ASV315,+,Eukaryota,1.0,Streptophyta,1.0,Pinopsida,1.0,Cupressales,1.0,Cupressaceae,1.0,,0.46,,0.37,Family,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Pinopsida(1.00),o:Cupressales(1.00),f:Cupressaceae(1.00),g:Cupressus(0.46),s:Cupressus_sempervirens(0.37)","k:Eukaryota,p:Streptophyta,c:Pinopsida,o:Cupressales,f:Cupressaceae"
ASV306,+,Eukaryota,1.0,Streptophyta,1.0,Pinopsida,1.0,Cupressales,1.0,Cupressaceae,0.99,,0.64,,0.53,Family,0.99,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Pinopsida(1.00),o:Cupressales(1.00),f:Cupressaceae(0.99),g:Cupressus(0.64),s:Cupressus_sempervirens(0.53)","k:Eukaryota,p:Streptophyta,c:Pinopsida,o:Cupressales,f:Cupressaceae"
ASV317,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.55,,0.55,,0.29,,0.29,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Dipsacales(0.55),f:Caprifoliaceae(0.55),g:Scabiosa(0.29),s:Scabiosa_comosa(0.29)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV314,-,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.31,,0.25,,0.21,,0.09,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Lamiales(0.31),f:Plantaginaceae(0.25),g:Veronica(0.21),s:Veronica_alpina(0.09)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV313,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.13,,0.07,,0.07,,0.04,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Lamiales(0.13),f:Plantaginaceae(0.07),g:Aragoa(0.07),s:Aragoa_corrugatifolia(0.04)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV319,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Poales,0.98,Poaceae,0.96,,0.34,,0.24,Family,0.96,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Poales(0.98),f:Poaceae(0.96),g:Elymus(0.34),s:Elymus_canadensis(0.24)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Poales,f:Poaceae"
ASV298,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.35,,0.29,,0.16,,,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Apiales(0.35),f:Araliaceae(0.29),g:Hydrocotyle(0.16)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV323,+,Eukaryota,1.0,Streptophyta,1.0,Pinopsida,0.98,Pinales,0.98,Pinaceae,0.98,Abies,0.96,,,Genus,0.96,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Pinopsida(0.98),o:Pinales(0.98),f:Pinaceae(0.98),g:Abies(0.96)","k:Eukaryota,p:Streptophyta,c:Pinopsida,o:Pinales,f:Pinaceae,g:Abies"
ASV320,-,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Poales,0.98,Juncaceae,0.97,Luzula,0.97,Luzula acuminata,0.93,Species,0.93,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Poales(0.98),f:Juncaceae(0.97),g:Luzula(0.97),s:Luzula_acuminata(0.93)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Poales,f:Juncaceae,g:Luzula,s:Luzula_acuminata"
ASV316,+,Eukaryota,1.0,Streptophyta,1.0,Pinopsida,1.0,Cupressales,1.0,Cupressaceae,1.0,,0.58,,0.49,Family,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Pinopsida(1.00),o:Cupressales(1.00),f:Cupressaceae(1.00),g:Cupressus(0.58),s:Cupressus_sempervirens(0.49)","k:Eukaryota,p:Streptophyta,c:Pinopsida,o:Cupressales,f:Cupressaceae"
ASV321,-,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Poales,0.91,Juncaceae,0.91,,0.74,,0.64,Family,0.91,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Poales(0.91),f:Juncaceae(0.91),g:Juncus(0.74),s:Juncus_prominens(0.64)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Poales,f:Juncaceae"
ASV324,-,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.76,,0.72,,0.2,,,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.76),f:Rosaceae(0.72),g:Rosa(0.20)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV318,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.42,,0.38,,0.38,,0.24,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Piperales(0.42),f:Asaraceae(0.38),g:Asarum(0.38),s:Asarum_lewisii(0.24)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
